"study","group","trial","condition","delay","embed","radius","RR_HR","DET_HR","maxL_HR","L_HR","ENTR_HR","LAM_HR","TT_HR","delay","embed","radius","RR_Resp","DET_Resp","maxL_Resp","L_Resp","ENTR_Resp","LAM_Resp","TT_Resp"
"Study2","5_and_7","v4","TurnTaking",30,10,2.64562373610073,2.73916736270747,87.8872899750784,77,4.2858318958758,2.00907017891739,91.4301792748613,5.00858766019289,12.5,2,0.408805804177442,4.20450942596848,79.5123538145843,51,3.5391241390833,1.60029776488403,85.589162676632,3.77352800559009
"Study2","5_and_8","v1","Conversation",30,10,2.64562373610073,8.68720576081755,93.4141951837769,100,6.02165068056668,2.41894595402094,97.0139416983523,8.32669756108174,12.5,2,0.408805804177442,4.41483660625854,75.0498494586071,34,3.28649701692439,1.54340857420073,82.4664956029203,3.89728187415528
"Study2","5_and_8","v1","TurnTaking",30,10,2.64562373610073,17.9804679904544,97.1873384917981,268,8.03780082651325,2.73270897922269,98.1205650307034,9.53951300827529,12.5,2,0.408805804177442,3.986676823537,78.1808904645864,37,3.35861678004535,1.57017680626973,89.9908507886796,4.18386879077282
"Study2","5_and_8","v2","Conversation",30,10,2.64562373610073,4.23358696157216,88.1021981337189,27,4.13293316741088,1.95769809140783,89.7156886202628,4.39276709537756,12.5,2,0.408805804177442,3.97734765395936,60.96865217583,31,2.8952514551317,1.26580118450954,84.1788280939994,3.56924399910267
"Study2","5_and_8","v2","TurnTaking",30,10,2.64562373610073,9.91076951466816,93.8899800917203,111,6.08918381462908,2.46164083241715,94.6045451313591,6.53078409718388,12.5,2,0.408805804177442,4.28037030490251,67.6746282109058,47,3.14707843548172,1.42437670509505,85.4057929452251,3.63290521583047
"Study2","5_and_8","v3","Conversation",30,10,2.64562373610073,9.01971984697305,95.713623046875,171,9.42433712348854,2.60288351859839,99.567626953125,22.7190128683639,12.5,2,0.408805804177442,4.25510088129088,67.1471961557641,40,3.11897241524531,1.42595783588634,74.4466286693949,3.54419352940022
"Study2","5_and_8","v3","TurnTaking",30,10,2.64562373610073,20.7826588839286,99.0729772170032,427,17.9684647462383,2.85915323236016,99.9327169428274,56.8807068331222,12.5,2,0.408805804177442,4.2897170105132,69.4930566627014,35,2.99120213963964,1.3560046281708,79.761510569325,3.50283652292557
"Study2","5_and_8","v4","Conversation",30,10,2.64562373610073,5.03615705322934,85.8014866637516,20,3.74523800435164,1.78707448148676,91.17490161784,4.43794828136639,12.5,2,0.408805804177442,4.1542686913069,67.4827669175471,33,2.9547361611681,1.32572862345747,84.482416557267,3.47890629074032
"Study2","5_and_8","v4","TurnTaking",30,10,2.64562373610073,6.17326714467952,87.3142420934729,131,4.34738206876954,2.03113102693852,93.3344748125477,5.96018223234624,12.5,2,0.408805804177442,4.1153562339896,74.4656553604909,33,3.16037326388889,1.43681212580026,86.4935230952787,3.75380034767171
"Study2","5_and_9","v1","Conversation",30,10,2.64562373610073,5.05868433204636,91.5772473805409,57,5.66297881504213,2.38034270530813,96.4844617212904,7.76999929888523,12.5,2,0.408805804177442,4.3808167021596,77.4824071924361,37,3.35957025826159,1.56787307693328,84.8749889919862,3.91139847626778
"Study2","5_and_9","v1","TurnTaking",30,10,2.64562373610073,5.63181970425625,93.1171065493646,27,5.44323558318667,2.31703936085133,95.1652003910068,6.27119299149704,12.5,2,0.408805804177442,4.12666697530085,73.2336130882822,30,3.08433109619687,1.41698058198706,84.0628917454584,3.6971741486936
"Study2","5_and_9","v2","Conversation",30,10,2.64562373610073,2.99846228750753,85.429442220835,27,3.74203821656051,1.79091177379788,88.2546909998898,4.0761142391968,12.5,2,0.408805804177442,4.01284058483372,63.923193231775,27,2.84139779724559,1.24579234787559,84.4118443937527,3.52532257770153
"Study2","5_and_9","v2","TurnTaking",30,10,2.64562373610073,4.59001563697037,90.3602955286893,48,4.80072897815614,2.17539688618528,93.0066206102476,5.86645887550687,12.5,2,0.408805804177442,3.74448667121201,65.540366504161,31,2.90260292440112,1.2832770229799,85.2021486341562,3.61710207165295
"Study2","5_and_9","v3","Conversation",30,10,2.64562373610073,5.56868606948752,94.0881751640086,151,8.35057733478398,2.59171931890729,98.2814186797847,17.7818559061315,12.5,2,0.408805804177442,4.04522963785987,69.9732531071046,34,2.91873858561018,1.3140651691432,77.9990549720176,3.17234387672344
"Study2","5_and_9","v3","TurnTaking",30,10,2.64562373610073,7.39978168578476,97.236903188944,100,8.4281513580438,2.52823349637048,99.209608494328,13.1474543518555,12.5,2,0.408805804177442,3.47223975825526,68.6479197600073,30,2.92933494245938,1.31732820310633,78.8188236720099,3.1751708984375
"Study2","5_and_9","v4","Conversation",30,10,2.64562373610073,2.35593937321315,81.3547440343219,18,3.40741465706232,1.63235175651553,86.5525718077897,3.89173741279314,12.5,2,0.408805804177442,4.06076656313393,70.0997983305048,30,3.06238798649235,1.38629156971191,85.2958323077122,3.62662725152856
"Study2","5_and_9","v4","TurnTaking",30,10,2.64562373610073,2.5800670797622,82.5203772457645,23,3.70909579161392,1.78099836992077,90.4946016301797,5.15575006078288,12.5,2,0.408805804177442,4.45255661332907,75.1773273101781,40,3.49357589955708,1.61126500041643,87.6152479825449,3.88215482339802
"Study2","6_and_7","v1","Conversation",30,10,2.64562373610073,3.02671497443055,90.3454397299342,21,5.4574140810407,2.16791947172274,96.3462545835516,8.50848111025443,12.5,2,0.408805804177442,5.01167549079849,86.3702050085201,42,3.85874407916335,1.82228223543638,92.6443264880525,5.08022180436701
"Study2","6_and_7","v1","TurnTaking",30,10,2.64562373610073,2.11921576883092,88.9138273221318,36,6.08332148443054,2.428152176169,97.0354437482465,9.61532125205931,12.5,2,0.408805804177442,4.83820905195997,85.6093308831791,51,4.00965929346258,1.86600715895462,94.4759170862012,6.42763790595024
"Study2","6_and_7","v2","Conversation",30,10,2.64562373610073,4.28454309371546,87.7035278154681,26,4.74654390698451,2.15768415668574,91.4744459520579,5.58193507919084,12.5,2,0.408805804177442,4.79540359530764,73.0966137643531,29,3.15652338691848,1.47362063481855,85.0724054706356,3.82768435947218
"Study2","6_and_7","v2","TurnTaking",30,10,2.64562373610073,2.7556829630132,88.4465398753396,82,4.36391594054331,2.03509020986894,90.3883650311651,4.81389113503852,12.5,2,0.408805804177442,3.98029370751019,63.684586171347,45,2.94537155897875,1.30708320478247,81.3801337574567,3.83369308040347
"Study2","6_and_7","v3","Conversation",30,10,2.64562373610073,4.20297804900553,90.4481725207478,41,6.99315401442113,2.28153005659307,96.5682370693268,14.6513513513514,12.5,2,0.408805804177442,4.81174717810156,81.8321962739439,33,3.59754866618601,1.71732765890208,87.9956412723403,4.30466563263269
"Study2","6_and_7","v3","TurnTaking",30,10,2.64562373610073,2.46688016566689,89.8906494086142,63,7.82926450007775,2.55594271326679,99.8330729747824,16.593175074184,12.5,2,0.408805804177442,3.8577343725888,71.5735786789339,29,3.1146937806615,1.44914349665796,81.3063380441749,3.73101793909053
"Study2","6_and_7","v4","Conversation",30,10,2.64562373610073,3.53162990697753,88.2177618985266,48,4.67335006936645,2.13263034735541,92.0356410208446,5.67511246107117,12.5,2,0.408805804177442,4.70318159754664,76.1686198038039,37,3.18961075460209,1.49150575005511,84.4843978956081,3.76704904405653
"Study2","6_and_7","v4","TurnTaking",30,10,2.64562373610073,2.25464369133796,87.0930879896862,31,4.04812057381514,1.91603083795248,90.2468086768828,4.43000287659411,12.5,2,0.408805804177442,4.54328804828161,77.2420421254965,50,3.6112494586401,1.67022085905258,83.1922588514105,4.19749167461879
"Study2","6_and_8","v1","Conversation",30,10,2.64562373610073,4.64035518670225,88.9648168711977,20,4.82367168403448,2.03513601379731,95.1510492298055,6.59435637703085,12.5,2,0.408805804177442,4.87103650581214,77.6886162441994,34,3.42830362532965,1.60788862924749,83.436835113564,3.97968645362914
"Study2","6_and_8","v1","TurnTaking",30,10,2.64562373610073,3.65263420521756,86.0832449117392,42,5.30830142384475,2.30589418843728,94.722436577602,7.02800143138307,12.5,2,0.408805804177442,3.84149600599311,78.5586794666374,36,3.27783703477963,1.53944697197358,89.6395100952694,4.01281291509145
"Study2","6_and_8","v2","Conversation",30,10,2.64562373610073,5.18699953602173,90.5790702610911,63,5.29321722734941,2.29970257003929,92.0615580556145,5.94307717605788,12.5,2,0.408805804177442,4.44698015482213,61.9016447744597,29,2.92769219292029,1.31282851271816,83.9899680982369,3.80049247898935
"Study2","6_and_8","v2","TurnTaking",30,10,2.64562373610073,4.78978833826856,88.8328000294237,59,4.61326520867157,2.11052181210671,90.0276766339328,4.87881505842489,12.5,2,0.408805804177442,4.16342250055414,63.8620846513156,32,2.97975788066976,1.33144179251459,81.4536203621415,3.81955718828386
"Study2","6_and_8","v3","Conversation",30,10,2.64562373610073,4.91618773260847,93.1494454696934,71,7.87331995608223,2.24250918600676,99.2313618690986,20.659889956169,12.5,2,0.408805804177442,4.50802308583678,69.827908134686,30,3.16302509162673,1.46082872154102,75.5663782909068,3.55202047906381
"Study2","6_and_8","v3","TurnTaking",30,10,2.64562373610073,4.63868160587127,86.0379776881082,141,9.15672207346031,2.5882016392738,99.6306669831474,24.109362435382,12.5,2,0.408805804177442,4.18071302913226,69.8989543092275,27,2.99789519132171,1.35925756735519,79.6125952677564,3.5387713246947
"Study2","6_and_8","v4","Conversation",30,10,2.64562373610073,6.01727179459174,88.8056533481669,44,4.60316406472296,2.0716911533195,93.9916707532186,6.200622872456,12.5,2,0.408805804177442,4.36901495192321,67.4996487988922,30,2.97170928239473,1.34688929008948,84.3039194043629,3.70471822912073
"Study2","6_and_8","v4","TurnTaking",30,10,2.64562373610073,3.20153810886687,82.6538823966379,19,3.76891230711329,1.80577904819844,89.3009691375432,4.66669062938068,12.5,2,0.408805804177442,4.04693063306482,71.3365225454766,35,3.24296267113168,1.4944828918684,82.0654481796358,4.04919610023091
"Study2","6_and_9","v1","Conversation",30,10,2.64562373610073,3.10094709260473,89.1520320411308,24,5.04006583965635,2.18424697521131,95.8059636838779,7.03881671623102,12.5,2,0.408805804177442,4.36126402531923,78.0348447746911,40,3.32223496584898,1.55015333954429,84.3584516471454,3.86617771717097
"Study2","6_and_9","v1","TurnTaking",30,10,2.64562373610073,1.83014872187971,84.7527373360606,19,4.49968059281973,2.0718774801889,93.0850679821923,5.63254459410266,12.5,2,0.408805804177442,3.90234604064432,72.8629012326262,31,3.16174950763411,1.44819665500265,83.4361645239133,3.7935029114312
"Study2","6_and_9","v2","Conversation",30,10,2.64562373610073,3.32390769673218,88.4109338562646,28,4.77514581171503,2.16893152484659,91.0152109391562,5.51004692576104,12.5,2,0.408805804177442,4.06329175189179,62.0846658121539,22,2.75250650543395,1.18477382789335,83.5911976557004,3.697150165111
"Study2","6_and_9","v2","TurnTaking",30,10,2.64562373610073,2.28232383745038,84.8606769325769,27,3.81806737280778,1.82690063404567,88.2356914051947,4.30134988946898,12.5,2,0.408805804177442,3.5385785712482,61.0935184772213,34,2.75018962209432,1.17598738912328,79.9235835451883,3.70224048482622
"Study2","6_and_9","v3","Conversation",30,10,2.64562373610073,3.45143015189287,91.2948607522251,61,7.10975852131571,2.36804297518981,97.8875171467764,15.0533751962323,12.5,2,0.408805804177442,4.07067442180192,70.0062895249255,21,2.89591203934707,1.30200149074312,76.8360243309841,3.10722622905125
"Study2","6_and_9","v3","TurnTaking",30,10,2.64562373610073,2.44688527889674,88.4518120539611,41,7.07493521451195,2.49262759220961,98.455681848862,12.9991682509506,12.5,2,0.408805804177442,3.57230036278545,69.7499410933082,28,2.90951347366697,1.29631973114047,79.8234762802388,3.12351133307722
"Study2","6_and_9","v4","Conversation",30,10,2.64562373610073,2.65308805391397,84.1933582888588,22,3.86338360755637,1.84989616511448,89.6921506295598,4.99477698174255,12.5,2,0.408805804177442,4.47573924900886,70.6148547786123,27,3.03557172452125,1.38565049585986,84.5645709181095,3.79310041826298
"Study2","6_and_9","v4","TurnTaking",30,10,2.64562373610073,1.64920380493006,80.5455783584581,18,3.32669718193349,1.58803666930372,88.239221289039,4.02295002130639,12.5,2,0.408805804177442,4.07293657006417,68.0467232983583,40,3.12485912568954,1.42161461406687,82.1519755791975,3.91142224591038
"Study2","7_and_8","v1","Conversation",30,10,2.64562373610073,5.41498088264213,92.3396623872015,241,5.67409665650457,2.3180039201543,95.8471429791422,7.0763202930315,12.5,2,0.408805804177442,4.28710414159014,70.1788329229284,31,3.13574222319699,1.45370570665398,81.7657501411193,3.82035012613715
"Study2","7_and_8","v1","TurnTaking",30,10,2.64562373610073,5.43242135656498,94.6034577109386,223,6.47581786398069,2.53453958067716,95.7104927136748,7.68872317561627,12.5,2,0.408805804177442,3.79241264951222,69.8234565161099,37,3.13550945825287,1.43358532728824,90.0700070284467,4.17214273474983
"Study2","7_and_8","v2","Conversation",30,10,2.64562373610073,4.3488658517062,96.1111758123237,271,8.02744766335377,2.75768659247359,97.3704864574736,9.94754539340955,12.5,2,0.408805804177442,4.27603890474146,65.9998441620223,32,3.04537713355789,1.38185447101644,91.3920022309437,4.79480614484272
"Study2","7_and_8","v2","TurnTaking",30,10,2.64562373610073,5.01032665435117,96.367464081186,213,8.78664743127354,2.80481509322784,97.2069248924304,10.5485763342395,12.5,2,0.408805804177442,4.63393180306895,75.4454081709883,40,3.41251583307658,1.57827212431927,94.7750631972511,6.1391101850717
"Study2","7_and_8","v3","Conversation",30,10,2.64562373610073,5.78202358383682,96.0029858590629,211,9.82407732179742,2.78012120368348,99.4915660906955,20.5438817238125,12.5,2,0.408805804177442,4.21461018099992,63.0352833485895,39,2.9986738450576,1.35498676610449,74.2165265873346,3.4486678782723
"Study2","7_and_8","v3","TurnTaking",30,10,2.64562373610073,9.57887201092408,99.5036690329937,420,17.3043217526886,3.13320233467904,99.830571596719,34.6240631478233,12.5,2,0.408805804177442,3.87690125670227,60.2333070987236,22,2.71289165953632,1.14810372902515,78.1253109705901,3.37174481708507
"Study2","7_and_8","v4","Conversation",30,10,2.64562373610073,4.27525031594343,91.9843828871056,234,5.837222984899,2.23078263784339,97.306666117252,10.7559212024596,12.5,2,0.408805804177442,4.49539714204748,73.383082636375,40,3.22441808645573,1.49837787197734,91.168783547622,4.80041490366841
"Study2","7_and_8","v4","TurnTaking",30,10,2.64562373610073,4.04103708280768,92.3257588142336,210,5.71365460493036,2.36936321352017,97.5025884148003,11.0020906351842,12.5,2,0.408805804177442,3.99346326832375,84.4982413307045,38,3.82695596833857,1.78859829152973,94.9277430630267,6.00111040168781
"Study2","7_and_9","v1","Conversation",30,10,2.64562373610073,3.32621988077498,91.5404934822475,59,5.32241425766966,2.28920700074663,96.2032188230309,6.97451403887689,12.5,2,0.408805804177442,4.49132878238204,73.442917382477,32,3.2361077658879,1.50821508137157,85.0534905513041,3.84534863195057
"Study2","7_and_9","v1","TurnTaking",30,10,2.64562373610073,2.16246462083154,91.6202482663109,23,4.77203776386974,2.16703911204509,93.3870327186078,5.51554700186444,12.5,2,0.408805804177442,3.6459692375894,61.2674532136038,29,2.77668061731624,1.19867360571447,81.9987206187203,3.69841855218344
"Study2","7_and_9","v2","Conversation",30,10,2.64562373610073,2.68957652018944,93.245345428941,45,5.78640382074992,2.41731998764862,95.957032209468,7.39245616248265,12.5,2,0.408805804177442,3.947027852832,66.8288305099053,23,2.82227892751937,1.24357680321271,90.3323692359639,4.60168839398877
"Study2","7_and_9","v2","TurnTaking",30,10,2.64562373610073,2.51735184020122,94.4855095917493,81,6.10208462798712,2.44719531828821,96.8858524978787,8.85630897169359,12.5,2,0.408805804177442,3.18131697011018,71.9517572871191,28,2.99302944143814,1.35682992100291,93.5441195925387,5.64964378453958
"Study2","7_and_9","v3","Conversation",30,10,2.64562373610073,4.07259288979184,93.3038828179493,160,8.33336552856522,2.60697764271929,98.0869781500246,16.5183937352031,12.5,2,0.408805804177442,4.09226127847501,66.1951551874119,30,2.86452055556586,1.27148873617345,78.3761778859545,3.17834428109686
"Study2","7_and_9","v3","TurnTaking",30,10,2.64562373610073,3.16291362495186,97.9726107510113,101,8.37076913925406,2.43336962981016,98.8387069823787,12.291341991342,12.5,2,0.408805804177442,3.49752671789994,62.1826240423569,23,2.75066536550745,1.18146964436208,80.0910513015924,3.15100108491962
"Study2","7_and_9","v4","Conversation",30,10,2.64562373610073,3.0553640357609,92.1628263987488,189,5.54892601431981,2.32385042882564,96.4785331786175,8.32533117731202,12.5,2,0.408805804177442,4.29762576141455,75.4274219215421,35,3.23209133984928,1.49461014619787,91.4360560483772,4.75221614285108
"Study2","7_and_9","v4","TurnTaking",30,10,2.64562373610073,1.73581161293334,89.5630883211123,25,4.50708631256384,2.0877056235608,96.9045746327354,8.76690003443131,12.5,2,0.408805804177442,4.18378183491438,78.5784342490213,46,3.59365894801411,1.64363105669621,94.8751372693665,5.90558063085392
"Study2","8_and_9","v1","Conversation",30,10,2.64562373610073,3.63008490560013,94.248641172474,117,6.01498257839721,2.46861561755608,95.9380762884597,7.02835303528575,12.5,2,0.408805804177442,4.07700492972961,60.9149522781331,31,2.93245677606377,1.2933887039478,83.6184315226695,3.74421247255499
"Study2","8_and_9","v1","TurnTaking",30,10,2.64562373610073,4.03249301224951,91.9163180830266,48,4.80458424913653,2.14807560580936,92.9669837594609,5.14344844255113,12.5,2,0.408805804177442,4.44000081367193,69.2171584522479,44,3.29546822113576,1.50117192200316,85.636648722516,3.98738460406782
"Study2","8_and_9","v2","Conversation",30,10,2.64562373610073,5.13670402789066,93.7114710244956,228,6.06035486553923,2.3745701577633,95.7383416357292,7.27182442772948,12.5,2,0.408805804177442,4.24489491006119,63.5377808623232,30,2.79780983391847,1.2218374855615,82.6998310385141,3.82142175390371
"Study2","8_and_9","v2","TurnTaking",30,10,2.64562373610073,5.28549857624515,93.4472946342642,196,5.69927582264007,2.38674132543248,95.6912462555672,7.63668705944939,12.5,2,0.408805804177442,3.94225805184493,69.6689189489745,25,2.94009874040285,1.32159092607093,90.2490558652011,4.0179819784137
"Study2","8_and_9","v3","Conversation",30,10,2.64562373610073,4.36795788565964,96.2446308657162,160,9.85428173230785,2.81818206560353,97.8029401681825,16.3711392405063,12.5,2,0.408805804177442,3.88088193620251,54.1012792069008,30,2.65002987981674,1.09215024305714,76.9864759228048,3.13056739673673
"Study2","8_and_9","v3","TurnTaking",30,10,2.64562373610073,7.64225271907338,98.3886908689601,269,10.3367844276935,2.50129005803787,98.9537440173809,13.6536259541985,12.5,2,0.408805804177442,3.59299288177347,58.9598422583605,36,2.72271180328608,1.15272609390259,78.3178454990922,3.13767549176802
"Study2","8_and_9","v4","Conversation",30,10,2.64562373610073,3.17500304437566,88.5034192895091,28,4.19191222364574,1.97241825669759,93.8307139587466,5.62453747973226,12.5,2,0.408805804177442,4.05775036545093,66.3886427969489,28,2.98297054311734,1.33826503517779,81.0657101493118,3.78212391878541
"Study2","8_and_9","v4","TurnTaking",30,10,2.64562373610073,3.41335618798805,88.0262699508406,25,4.30877569709793,2.0117002036066,95.135672167529,7.22376800235133,12.5,2,0.408805804177442,4.65501011478386,76.0806015354826,31,3.37267246705967,1.57070391080101,90.1798428352935,4.27276621568557
